2671451,5401516
2671451,5443841
2671451,5447728
2671451,5540939
2671451,5541155
2671451,5578323
2671451,5601846
2671451,5629020
2671451,5643957
2671451,5650386
2671451,5667806
2671451,5693338
2671451,5709861
2671451,5714167
2671451,5750147
2671451,5766633
2671451,5792451
2671451,5804688
2671451,5811127
2671451,5820881
2671451,5824345
2671451,5840340
2671451,5863944
2671451,5866536
2671451,5876710
2671451,5879681
2671451,5939381
2671451,5955503
2671451,5958457
2671451,5962710
2671451,5965121
2671451,5972387
2671451,5976569
2671451,5989539
2671451,5990166
2671451,6001347
2862918,5401516
2862918,5447728
2862918,5451410
2862918,5540939
2862918,5541155
2862918,5578323
2862918,5601846
2862918,5629020
2862918,5643957
2862918,5650386
2862918,5667806
2862918,5693338
2862918,5709861
2862918,5714167
2862918,5750147
2862918,5766633
2862918,5792451
2862918,5804688
2862918,5811127
2862918,5820881
2862918,5824345
2862918,5840340
2862918,5863944
2862918,5866536
2862918,5876710
2862918,5879681
2862918,5939381
2862918,5955503
2862918,5958457
2862918,5962710
2862918,5965121
2862918,5972387
2862918,5976569
2862918,5989539
2862918,5990166
2862918,6001347
2868740,5401516
2868740,5447728
2868740,5451410
2868740,5540939
2868740,5541155
2868740,5578323
2868740,5601846
2868740,5629020
2868740,5643957
2868740,5650386
2868740,5667806
2868740,5693338
2868740,5709861
2868740,5714167
2868740,5750147
2868740,5766633
2868740,5792451
2868740,5804688
2868740,5811127
2868740,5820881
2868740,5824345
2868740,5840340
2868740,5863944
2868740,5866536
2868740,5876710
2868740,5879681
2868740,5939381
2868740,5955503
2868740,5958457
2868740,5962710
2868740,5965121
2868740,5972387
2868740,5976569
2868740,5989539
2868740,5990166
2868740,6001347
2971916,5401516
2971916,5443841
2971916,5447728
2971916,5540939
2971916,5541155
2971916,5578323
2971916,5601846
2971916,5629020
2971916,5643957
2971916,5650386
2971916,5667806
2971916,5693338
2971916,5709861
2971916,5714167
2971916,5750147
2971916,5766633
2971916,5792451
2971916,5804688
2971916,5811127
2971916,5820881
2971916,5824345
2971916,5840340
2971916,5863944
2971916,5866536
2971916,5876710
2971916,5879681
2971916,5939381
2971916,5955503
2971916,5958457
2971916,5962710
2971916,5965121
2971916,5972387
2971916,5976569
2971916,5989539
2971916,5990166
2971916,6001347
3016308,5401516
3016308,5443841
3016308,5447728
3016308,5540939
3016308,5541155
3016308,5578323
3016308,5601846
3016308,5629020
3016308,5643957
3016308,5650386
3016308,5667806
3016308,5693338
3016308,5709861
3016308,5714167
3016308,5750147
3016308,5766633
3016308,5792451
3016308,5804688
3016308,5811127
3016308,5820881
3016308,5824345
3016308,5840340
3016308,5863944
3016308,5866536
3016308,5876710
3016308,5879681
3016308,5939381
3016308,5955503
3016308,5958457
3016308,5962710
3016308,5965121
3016308,5972387
3016308,5976569
3016308,5989539
3016308,5990166
3016308,6001347
3052655,4963364
3052655,4976968
3052655,4983402
3052655,5447728
3052655,5540939
3052655,5541155
3052655,5578323
3052655,5601846
3052655,5629020
3052655,5643957
3052655,5650386
3052655,5667806
3052655,5693338
3052655,5709861
3052655,5714167
3052655,5750147
3052655,5766633
3052655,5792451
3052655,5804688
3052655,5811127
3052655,5820881
3052655,5824345
3052655,5840340
3052655,5863944
3052655,5866536
3052655,5876710
3052655,5879681
3052655,5939381
3052655,5955503
3052655,5958457
3052655,5962710
3052655,5965121
3052655,5972387
3052655,5976569
3052655,5989539
3052655,5990166
3052655,6001347
3057344,5401516
3057344,5443841
3057344,5447728
3057344,5540939
3057344,5541155
3057344,5578323
3057344,5601846
3057344,5629020
3057344,5643957
3057344,5650386
3057344,5667806
3057344,5693338
3057344,5709861
3057344,5714167
3057344,5750147
3057344,5766633
3057344,5792451
3057344,5804688
3057344,5811127
3057344,5820881
3057344,5824345
3057344,5840340
3057344,5863944
3057344,5866536
3057344,5876710
3057344,5879681
3057344,5939381
3057344,5955503
3057344,5958457
3057344,5962710
3057344,5965121
3057344,5972387
3057344,5976569
3057344,5989539
3057344,5990166
3057344,6001347
3076790,4963364
3076790,4976968
3076790,4983402
3076790,5204099
3076790,5447728
3076790,5540939
3076790,5541155
3076790,5578323
3076790,5601846
3076790,5629020
3076790,5643957
3076790,5650386
3076790,5667806
3076790,5693338
3076790,5709861
3076790,5714167
3076790,5750147
3076790,5766633
3076790,5792451
3076790,5804688
3076790,5811127
3076790,5820881
3076790,5824345
3076790,5840340
3076790,5863944
3076790,5866536
3076790,5876710
3076790,5879681
3076790,5939381
3076790,5955503
3076790,5958457
3076790,5962710
3076790,5965121
3076790,5972387
3076790,5976569
3076790,5989539
3076790,5990166
3076790,6001347
3170802,5401516
3170802,5447728
3170802,5451410
3170802,5540939
3170802,5541155
3170802,5578323
3170802,5601846
3170802,5629020
3170802,5643957
3170802,5650386
3170802,5667806
3170802,5693338
3170802,5709861
3170802,5714167
3170802,5750147
3170802,5766633
3170802,5792451
3170802,5804688
3170802,5811127
3170802,5820881
3170802,5824345
3170802,5840340
3170802,5863944
3170802,5866536
3170802,5876710
3170802,5879681
3170802,5939381
3170802,5955503
3170802,5958457
3170802,5962710
3170802,5965121
3170802,5972387
3170802,5976569
3170802,5989539
3170802,5990166
3170802,6001347
3190837,5401516
3190837,5443841
3190837,5447728
3190837,5540939
3190837,5541155
3190837,5578323
3190837,5601846
3190837,5629020
3190837,5643957
3190837,5650386
3190837,5667806
3190837,5693338
3190837,5709861
3190837,5714167
3190837,5750147
3190837,5766633
3190837,5792451
3190837,5804688
3190837,5811127
3190837,5820881
3190837,5824345
3190837,5840340
3190837,5863944
3190837,5866536
3190837,5876710
3190837,5879681
3190837,5939381
3190837,5955503
3190837,5958457
3190837,5962710
3190837,5965121
3190837,5972387
3190837,5976569
3190837,5989539
3190837,5990166
3190837,6001347
3474777,4345588
3474777,4357259
3474777,5401516
3474777,5443841
3474777,5447728
3474777,5540939
3474777,5541155
3474777,5578323
3474777,5601846
3474777,5629020
3474777,5643957
